INFO:root:*********** EVOLUTIONARY CLASSIFICATION WITH DYNAMIC ENSEMBLE SELECTION ********* 
INFO:root:Version: 0.1.4
INFO:root:Get and Process the Data
INFO:root:Initialize the Population
INFO:root:Generation no: 1
INFO:root:mutation. Solution no 24
INFO:root:Best Fitness Score: 0.9913793103448276
INFO:root:Generation no: 44
INFO:root:current. Solution no 0
INFO:root:current. Solution no 1
INFO:root:current. Solution no 2
INFO:root:current. Solution no 3
INFO:root:current. Solution no 4
INFO:root:current. Solution no 5
INFO:root:current. Solution no 6
INFO:root:current. Solution no 7
INFO:root:current. Solution no 8
INFO:root:current. Solution no 9
INFO:root:current. Solution no 10
INFO:root:current. Solution no 11
INFO:root:crossover. Solution no 12
INFO:root:crossover. Solution no 13
INFO:root:crossover. Solution no 14
INFO:root:crossover. Solution no 15
INFO:root:crossover. Solution no 16
INFO:root:crossover. Solution no 17
INFO:root:crossover. Solution no 18
INFO:root:crossover. Solution no 19
INFO:root:crossover. Solution no 20
INFO:root:mutation. Solution no 21
INFO:root:mutation. Solution no 22
INFO:root:Best Fitness Score: 0.9913793103448276
INFO:root:Generation no: 45
INFO:root:current. Solution no 0
INFO:root:current. Solution no 1
INFO:root:current. Solution no 2
INFO:root:current. Solution no 3
INFO:root:current. Solution no 4
INFO:root:current. Solution no 5
INFO:root:current. Solution no 6
INFO:root:current. Solution no 7
INFO:root:current. Solution no 8
INFO:root:current. Solution no 9
INFO:root:current. Solution no 10
INFO:root:crossover. Solution no 11
INFO:root:crossover. Solution no 12
INFO:root:crossover. Solution no 13
INFO:root:crossover. Solution no 14
INFO:root:crossover. Solution no 15
INFO:root:crossover. Solution no 16
INFO:root:crossover. Solution no 17
INFO:root:crossover. Solution no 18
INFO:root:crossover. Solution no 19
INFO:root:crossover. Solution no 20
INFO:root:mutation. Solution no 21
INFO:root:mutation. Solution no 22
INFO:root:Best Fitness Score: 0.9913793103448276
INFO:root:Generation no: 46
INFO:root:current. Solution no 0
INFO:root:current. Solution no 1
INFO:root:current. Solution no 2
INFO:root:current. Solution no 3
INFO:root:current. Solution no 4
INFO:root:current. Solution no 5
INFO:root:current. Solution no 6
INFO:root:current. Solution no 7
INFO:root:current. Solution no 8
INFO:root:current. Solution no 9
INFO:root:current. Solution no 10
INFO:root:crossover. Solution no 11
INFO:root:crossover. Solution no 12
INFO:root:crossover. Solution no 13
INFO:root:crossover. Solution no 14
INFO:root:crossover. Solution no 15
INFO:root:crossover. Solution no 16
INFO:root:crossover. Solution no 17
INFO:root:mutation. Solution no 18
INFO:root:mutation. Solution no 19
INFO:root:Best Fitness Score: 0.9913793103448276
INFO:root:Generation no: 47
INFO:root:current. Solution no 0
INFO:root:current. Solution no 1
INFO:root:current. Solution no 2
INFO:root:current. Solution no 3
INFO:root:current. Solution no 4
INFO:root:current. Solution no 5
INFO:root:current. Solution no 6
INFO:root:current. Solution no 7
INFO:root:current. Solution no 8
INFO:root:current. Solution no 9
INFO:root:current. Solution no 10
INFO:root:current. Solution no 11
INFO:root:current. Solution no 12
INFO:root:crossover. Solution no 13
INFO:root:crossover. Solution no 14
INFO:root:crossover. Solution no 15
INFO:root:crossover. Solution no 16
INFO:root:crossover. Solution no 17
INFO:root:crossover. Solution no 18
INFO:root:crossover. Solution no 19
INFO:root:crossover. Solution no 20
INFO:root:mutation. Solution no 21
INFO:root:mutation. Solution no 22
INFO:root:Best Fitness Score: 0.9913793103448276
INFO:root:Generation no: 48
INFO:root:current. Solution no 0
INFO:root:current. Solution no 1
INFO:root:current. Solution no 2
INFO:root:current. Solution no 3
INFO:root:current. Solution no 4
INFO:root:current. Solution no 5
INFO:root:current. Solution no 6
INFO:root:current. Solution no 7
INFO:root:current. Solution no 8
INFO:root:current. Solution no 9
INFO:root:current. Solution no 10
INFO:root:current. Solution no 11
INFO:root:crossover. Solution no 12
INFO:root:crossover. Solution no 13
INFO:root:crossover. Solution no 14
INFO:root:crossover. Solution no 15
INFO:root:crossover. Solution no 16
INFO:root:crossover. Solution no 17
INFO:root:crossover. Solution no 18
INFO:root:crossover. Solution no 19
INFO:root:crossover. Solution no 20
INFO:root:mutation. Solution no 21
INFO:root:mutation. Solution no 22
INFO:root:Best Fitness Score: 0.9913793103448276
INFO:root:Generation no: 49
INFO:root:current. Solution no 0
INFO:root:current. Solution no 1
INFO:root:current. Solution no 2
INFO:root:current. Solution no 3
INFO:root:current. Solution no 4
INFO:root:current. Solution no 5
INFO:root:current. Solution no 6
INFO:root:current. Solution no 7
INFO:root:current. Solution no 8
INFO:root:current. Solution no 9
INFO:root:current. Solution no 10
INFO:root:current. Solution no 11
INFO:root:current. Solution no 12
INFO:root:crossover. Solution no 13
INFO:root:crossover. Solution no 14
INFO:root:crossover. Solution no 15
INFO:root:crossover. Solution no 16
INFO:root:crossover. Solution no 17
INFO:root:crossover. Solution no 18
INFO:root:crossover. Solution no 19
INFO:root:crossover. Solution no 20
INFO:root:mutation. Solution no 21
INFO:root:mutation. Solution no 22
INFO:root:Best Fitness Score: 0.9913793103448276
INFO:root:Generation no: 50
INFO:root:current. Solution no 0
INFO:root:current. Solution no 1
INFO:root:current. Solution no 2
INFO:root:current. Solution no 3
INFO:root:current. Solution no 4
INFO:root:current. Solution no 5
INFO:root:current. Solution no 6
INFO:root:current. Solution no 7
INFO:root:current. Solution no 8
INFO:root:current. Solution no 9
INFO:root:current. Solution no 10
INFO:root:crossover. Solution no 11
INFO:root:crossover. Solution no 12
INFO:root:crossover. Solution no 13
INFO:root:crossover. Solution no 14
INFO:root:crossover. Solution no 15
INFO:root:crossover. Solution no 16
INFO:root:crossover. Solution no 17
INFO:root:crossover. Solution no 18
INFO:root:mutation. Solution no 19
INFO:root:mutation. Solution no 20
INFO:root:Best Fitness Score: 0.9913793103448276
INFO:root:Initialize the Population
INFO:root:Generation no: 1
INFO:root:current. Solution no 0
INFO:root:current. Solution no 1
INFO:root:current. Solution no 2
INFO:root:current. Solution no 3
INFO:root:current. Solution no 4
INFO:root:current. Solution no 5
INFO:root:current. Solution no 6
INFO:root:current. Solution no 7
INFO:root:current. Solution no 8
INFO:root:current. Solution no 9
INFO:root:current. Solution no 10
INFO:root:current. Solution no 11
INFO:root:current. Solution no 12
INFO:root:current. Solution no 13
INFO:root:current. Solution no 14
INFO:root:crossover. Solution no 15
INFO:root:crossover. Solution no 16
INFO:root:crossover. Solution no 17
INFO:root:crossover. Solution no 18
INFO:root:crossover. Solution no 19
INFO:root:crossover. Solution no 20
INFO:root:crossover. Solution no 21
INFO:root:crossover. Solution no 22
INFO:root:crossover. Solution no 23
INFO:root:crossover. Solution no 24
INFO:root:mutation. Solution no 25
INFO:root:mutation. Solution no 26
INFO:root:Best Fitness Score: 0.99
INFO:root:Generation no: 2
INFO:root:current. Solution no 0
INFO:root:current. Solution no 1
INFO:root:current. Solution no 2
INFO:root:current. Solution no 3
INFO:root:current. Solution no 4
INFO:root:current. Solution no 5
INFO:root:current. Solution no 6
INFO:root:current. Solution no 7
INFO:root:current. Solution no 8
INFO:root:current. Solution no 9
INFO:root:current. Solution no 10
INFO:root:current. Solution no 11
INFO:root:current. Solution no 12
INFO:root:current. Solution no 13
INFO:root:crossover. Solution no 14
INFO:root:crossover. Solution no 15
INFO:root:crossover. Solution no 16
INFO:root:crossover. Solution no 17
INFO:root:crossover. Solution no 18
INFO:root:crossover. Solution no 19
INFO:root:crossover. Solution no 20
INFO:root:crossover. Solution no 21
INFO:root:crossover. Solution no 22
INFO:root:crossover. Solution no 23
INFO:root:mutation. Solution no 24
INFO:root:mutation. Solution no 25
INFO:root:Best Fitness Score: 0.9913793103448276
INFO:root:Generation no: 3
INFO:root:current. Solution no 0
INFO:root:current. Solution no 1
INFO:root:current. Solution no 2
INFO:root:current. Solution no 3
INFO:root:current. Solution no 4
INFO:root:current. Solution no 5
INFO:root:current. Solution no 6
INFO:root:current. Solution no 7
INFO:root:current. Solution no 8
INFO:root:current. Solution no 9
INFO:root:current. Solution no 10
INFO:root:current. Solution no 11
INFO:root:current. Solution no 12
INFO:root:current. Solution no 13
INFO:root:current. Solution no 14
INFO:root:crossover. Solution no 15
INFO:root:crossover. Solution no 16
INFO:root:crossover. Solution no 17
INFO:root:crossover. Solution no 18
INFO:root:crossover. Solution no 19
INFO:root:crossover. Solution no 20
INFO:root:crossover. Solution no 21
INFO:root:crossover. Solution no 22
INFO:root:crossover. Solution no 23
INFO:root:crossover. Solution no 24
INFO:root:mutation. Solution no 25
INFO:root:mutation. Solution no 26
INFO:root:Best Fitness Score: 0.9913793103448276
INFO:root:Generation no: 4
INFO:root:current. Solution no 0
INFO:root:current. Solution no 1
INFO:root:current. Solution no 2
INFO:root:current. Solution no 3
INFO:root:current. Solution no 4
INFO:root:current. Solution no 5
INFO:root:current. Solution no 6
INFO:root:current. Solution no 7
INFO:root:current. Solution no 8
INFO:root:current. Solution no 9
INFO:root:current. Solution no 10
INFO:root:current. Solution no 11
INFO:root:current. Solution no 12
INFO:root:crossover. Solution no 13
INFO:root:crossover. Solution no 14
INFO:root:crossover. Solution no 15
INFO:root:crossover. Solution no 16
INFO:root:crossover. Solution no 17
INFO:root:crossover. Solution no 18
INFO:root:crossover. Solution no 19
INFO:root:crossover. Solution no 20
INFO:root:mutation. Solution no 21
INFO:root:mutation. Solution no 22
INFO:root:Best Fitness Score: 0.9913793103448276
INFO:root:Generation no: 5
INFO:root:current. Solution no 0
INFO:root:current. Solution no 1
INFO:root:current. Solution no 2
INFO:root:current. Solution no 3
INFO:root:current. Solution no 4
INFO:root:current. Solution no 5
INFO:root:current. Solution no 6
INFO:root:current. Solution no 7
INFO:root:current. Solution no 8
INFO:root:current. Solution no 9
INFO:root:current. Solution no 10
INFO:root:current. Solution no 11
INFO:root:current. Solution no 12
INFO:root:current. Solution no 13
INFO:root:current. Solution no 14
INFO:root:crossover. Solution no 15
INFO:root:crossover. Solution no 16
INFO:root:crossover. Solution no 17
INFO:root:crossover. Solution no 18
INFO:root:crossover. Solution no 19
INFO:root:crossover. Solution no 20
INFO:root:crossover. Solution no 21
INFO:root:crossover. Solution no 22
INFO:root:crossover. Solution no 23
INFO:root:crossover. Solution no 24
INFO:root:mutation. Solution no 25
INFO:root:mutation. Solution no 26
INFO:root:Best Fitness Score: 0.9913793103448276
INFO:root:Generation no: 6
INFO:root:current. Solution no 0
INFO:root:current. Solution no 1
INFO:root:current. Solution no 2
INFO:root:current. Solution no 3
INFO:root:current. Solution no 4
INFO:root:current. Solution no 5
INFO:root:current. Solution no 6
INFO:root:current. Solution no 7
INFO:root:current. Solution no 8
INFO:root:current. Solution no 9
INFO:root:current. Solution no 10
INFO:root:current. Solution no 11
INFO:root:current. Solution no 12
INFO:root:current. Solution no 13
INFO:root:current. Solution no 14
INFO:root:crossover. Solution no 15
INFO:root:crossover. Solution no 16
INFO:root:crossover. Solution no 17
INFO:root:crossover. Solution no 18
INFO:root:crossover. Solution no 19
INFO:root:crossover. Solution no 20
INFO:root:crossover. Solution no 21
INFO:root:crossover. Solution no 22
INFO:root:crossover. Solution no 23
INFO:root:mutation. Solution no 24
INFO:root:mutation. Solution no 25
INFO:root:Best Fitness Score: 0.9913793103448276
INFO:root:Generation no: 7
INFO:root:current. Solution no 0
INFO:root:current. Solution no 1
INFO:root:current. Solution no 2
INFO:root:current. Solution no 3
INFO:root:current. Solution no 4
INFO:root:current. Solution no 5
INFO:root:current. Solution no 6
INFO:root:current. Solution no 7
INFO:root:current. Solution no 8
INFO:root:current. Solution no 9
INFO:root:current. Solution no 10
INFO:root:current. Solution no 11
INFO:root:current. Solution no 12
INFO:root:current. Solution no 13
INFO:root:crossover. Solution no 14
INFO:root:crossover. Solution no 15
INFO:root:crossover. Solution no 16
INFO:root:crossover. Solution no 17
INFO:root:crossover. Solution no 18
INFO:root:crossover. Solution no 19
INFO:root:crossover. Solution no 20
INFO:root:crossover. Solution no 21
INFO:root:crossover. Solution no 22
INFO:root:mutation. Solution no 23
INFO:root:mutation. Solution no 24
INFO:root:Best Fitness Score: 0.9913793103448276
INFO:root:Generation no: 8
INFO:root:current. Solution no 0
INFO:root:current. Solution no 1
INFO:root:current. Solution no 2
INFO:root:current. Solution no 3
INFO:root:current. Solution no 4
INFO:root:current. Solution no 5
INFO:root:current. Solution no 6
INFO:root:current. Solution no 7
INFO:root:current. Solution no 8
INFO:root:current. Solution no 9
INFO:root:current. Solution no 10
INFO:root:current. Solution no 11
INFO:root:current. Solution no 12
INFO:root:current. Solution no 13
INFO:root:crossover. Solution no 14
INFO:root:crossover. Solution no 15
INFO:root:crossover. Solution no 16
INFO:root:crossover. Solution no 17
INFO:root:crossover. Solution no 18
INFO:root:crossover. Solution no 19
INFO:root:crossover. Solution no 20
INFO:root:crossover. Solution no 21
INFO:root:mutation. Solution no 22
INFO:root:mutation. Solution no 23
INFO:root:Best Fitness Score: 0.9913793103448276
INFO:root:Generation no: 9
INFO:root:current. Solution no 0
INFO:root:current. Solution no 1
INFO:root:current. Solution no 2
INFO:root:current. Solution no 3
INFO:root:current. Solution no 4
INFO:root:current. Solution no 5
INFO:root:current. Solution no 6
INFO:root:current. Solution no 7
INFO:root:current. Solution no 8
INFO:root:current. Solution no 9
INFO:root:current. Solution no 10
INFO:root:current. Solution no 11
INFO:root:current. Solution no 12
INFO:root:crossover. Solution no 13
INFO:root:crossover. Solution no 14
INFO:root:crossover. Solution no 15
INFO:root:crossover. Solution no 16
INFO:root:crossover. Solution no 17
INFO:root:crossover. Solution no 18
INFO:root:crossover. Solution no 19
INFO:root:crossover. Solution no 20
INFO:root:crossover. Solution no 21
INFO:root:mutation. Solution no 22
INFO:root:mutation. Solution no 23
INFO:root:Best Fitness Score: 0.9913793103448276
INFO:root:Generation no: 10
INFO:root:current. Solution no 0
INFO:root:current. Solution no 1
INFO:root:current. Solution no 2
INFO:root:current. Solution no 3
INFO:root:current. Solution no 4
INFO:root:current. Solution no 5
INFO:root:current. Solution no 6
INFO:root:current. Solution no 7
INFO:root:current. Solution no 8
INFO:root:current. Solution no 9
INFO:root:current. Solution no 10
INFO:root:current. Solution no 11
INFO:root:current. Solution no 12
INFO:root:crossover. Solution no 13
INFO:root:crossover. Solution no 14
INFO:root:crossover. Solution no 15
INFO:root:crossover. Solution no 16
INFO:root:crossover. Solution no 17
INFO:root:crossover. Solution no 18
INFO:root:crossover. Solution no 19
